Source,Target,Type,Weight,book
ADDAM_MARBRAND,JAIME,UNDIRECTED,3,1
ADDAM_MARBRAND,TYWIN,UNDIRECTED,6,1
AEGON,DAENERYS,UNDIRECTED,5,1
AEGON,NED,UNDIRECTED,4,1
MAESTER_AEMON,ALLISER_THORNE,UNDIRECTED,4,1
MAESTER_AEMON,BOWEN_MARSH,UNDIRECTED,4,1
MAESTER_AEMON,CHETT,UNDIRECTED,9,1
MAESTER_AEMON,CLYDAS,UNDIRECTED,5,1
MAESTER_AEMON,JEOR,UNDIRECTED,13,1
MAESTER_AEMON,JON,UNDIRECTED,34,1
MAESTER_AEMON,SAM,UNDIRECTED,5,1
AERYS,BRANDON,UNDIRECTED,4,1
AERYS,NED,UNDIRECTED,10,1
AERYS,GEROLD-HIGHTOWER,UNDIRECTED,3,1
AERYS,JAIME,UNDIRECTED,5,1
AERYS,JON_ARRYN,UNDIRECTED,3,1
AERYS,ROBERT,UNDIRECTED,12,1
AGGO,DAENERYS,UNDIRECTED,11,1
AGGO,DROGO,UNDIRECTED,6,1
AGGO,JHOGO,UNDIRECTED,4,1
AGGO,JORAH,UNDIRECTED,5,1
AGGO,QUARO,UNDIRECTED,3,1
AGGO,RAKHARO,UNDIRECTED,7,1
ALBETT,HALDER,UNDIRECTED,3,1
ALBETT,JON,UNDIRECTED,5,1
ALBETT,RAST,UNDIRECTED,3,1
ALLISER_THORNE,BOWEN_MARSH,UNDIRECTED,3,1
ALLISER_THORNE,GRENN,UNDIRECTED,3,1
ALLISER_THORNE,HALDER,UNDIRECTED,4,1
ALLISER_THORNE,JEOR,UNDIRECTED,10,1
ALLISER_THORNE,JON,UNDIRECTED,32,1
ALLISER_THORNE,PYPAR,UNDIRECTED,4,1
ALLISER_THORNE,RAST,UNDIRECTED,5,1
ALLISER_THORNE,SAM,UNDIRECTED,8,1
ALLISER_THORNE,TYRION,UNDIRECTED,7,1
ALYN,NED,UNDIRECTED,11,1
ALYN,HARWIN,UNDIRECTED,6,1
ALYN,JORY_CASSEL,UNDIRECTED,8,1
ALYN,ROBERT,UNDIRECTED,4,1
ALYN,TOMARD,UNDIRECTED,3,1
ARTHUR-DAYNE,GEROLD-HIGHTOWER,UNDIRECTED,4,1
ARYA,BENJEN,UNDIRECTED,3,1
ARYA,BRAN,UNDIRECTED,14,1
ARYA,CATELYN,UNDIRECTED,5,1
ARYA,CERSEI,UNDIRECTED,12,1
ARYA,DESMOND,UNDIRECTED,3,1
ARYA,NED,UNDIRECTED,30,1
ARYA,ILYN_PAYNE,UNDIRECTED,5,1
ARYA,JEYNE-POOLE,UNDIRECTED,10,1
ARYA,JOFFREY,UNDIRECTED,39,1
ARYA,JON,UNDIRECTED,37,1
ARYA,JORY_CASSEL,UNDIRECTED,12,1
ARYA,MERYN_TRANT,UNDIRECTED,4,1
ARYA,MORDANE,UNDIRECTED,39,1
ARYA,MYCAH,UNDIRECTED,18,1
ARYA,MYRCELLA,UNDIRECTED,13,1
ARYA,LITTLEFINGER,UNDIRECTED,3,1
ARYA,RICKON,UNDIRECTED,7,1
ARYA,ROBB,UNDIRECTED,15,1
ARYA,ROBERT,UNDIRECTED,8,1
ARYA,RODRIK,UNDIRECTED,3,1
ARYA,HOUND,UNDIRECTED,7,1
ARYA,SANSA,UNDIRECTED,104,1
ARYA,SYRIO_FOREL,UNDIRECTED,20,1
